1	29
2	10
3	6
4	4
5	9
6	12
7	5
8	30
9	10
10	19
11	7
12	27
13	5
14	30
15	16
16	11
17	2
18	25
19	8
20	22
21	17
22	18
23	30
24	29
25	8
26	2
27	17
28	29
29	19
30	6
31	8
32	6
33	9
34	26
35	11
36	2
37	15
38	26
39	29
40	17
41	23
42	12
43	13
44	30
45	28
46	28
47	8
48	23
49	21
50	4
51	23
52	16
53	11
54	30
55	3
56	9
57	13
58	3
59	25
60	29
61	26
62	30
63	27
64	26
65	6
66	29
67	2
68	23
69	16
70	27
71	15
72	12
73	5
74	6
75	4
76	10
77	29
78	23
79	22
80	5
81	29
82	18
83	30
84	21
85	20
86	22
87	27
88	14
89	29
90	4
91	23
92	6
93	16
94	11
95	25
96	20
97	14
98	9
99	30
100	30
101	25
102	20
103	9
104	17
105	30
106	26
107	8
108	10
109	11
110	10
111	29
112	24
113	14
114	26
115	30
116	28
117	23
118	8
119	16
120	8
121	13
122	28
123	29
124	26
125	12
126	14
127	16
128	25
129	26
130	17
131	30
132	22
133	15
134	16
135	6
136	9
137	26
138	17
139	30
140	28
141	17
142	12
143	5
144	16
145	24
146	16
147	8
148	2
149	2
150	30
151	9
152	5
153	28
154	16
155	30
156	8
157	4
158	10
159	21
160	29
161	15
162	28
163	16
164	2
165	2
166	15
167	16
168	27
169	15
170	28
171	24
172	10
173	30
174	29
175	13
176	26
177	27
178	23
179	26
180	5
181	9
182	7
183	21
184	5
185	25
186	6
187	20
188	4
189	2
190	15
191	20
192	7
193	27
194	17
195	26
196	24
197	28
198	30
199	27
200	9
201	7
202	13
203	17
204	7
205	18
206	24
207	27
208	15
209	27
210	17
211	13
212	9
213	29
214	17
215	28
216	8
217	15
218	9
219	3
220	27
221	10
222	6
223	22
224	23
225	12
226	28
227	7
228	17
229	30
230	4
231	29
232	28
233	3
234	20
235	16
236	1
237	22
238	9
239	16
240	20
241	29
242	4
243	20
244	12
245	17
246	9
247	19
248	6
249	19
250	14
251	30
252	30
253	2
254	4
255	29
256	8
257	8
258	5
259	15
260	30
261	22
262	26
263	28
264	4
265	25
266	12
267	30
268	17
269	29
270	20
271	12
272	27
273	10
274	15
275	29
276	14
277	4
278	5
279	8
280	3
281	17
282	11
283	1
284	25
285	14
286	27
287	23
288	28
289	29
290	18
291	13
292	12
293	4
294	30
295	20
296	29
297	3
298	15
299	28
300	30
301	19
302	8
303	30
304	6
305	10
306	19
307	13
308	13
309	27
310	26
311	25
312	5
313	15
314	30
315	21
316	15
317	26
318	30
319	16
320	19
321	13
322	27
323	24
324	9
325	5
326	28
327	1
328	12
329	16
330	16
331	29
332	24
333	10
334	30
335	29
336	27
337	11
338	26
339	4
340	23
341	13
342	8
343	30
344	12
345	22
346	17
347	3
348	4
349	24
350	12
351	17
352	3
353	5
354	23
355	5
356	29
357	27
358	12
359	14
360	30
361	22
362	27
363	26
364	4
365	4
366	13
367	14
368	2
369	11
370	29
371	23
372	8
373	29
374	27
375	6
376	17
377	30
378	24
379	13
380	4
381	17
382	10
383	30
384	15
385	28
386	23
387	5
388	25
389	24
390	3
391	11
392	19
393	29
394	12
395	9
396	14
397	6
398	9
399	10
400	29
401	4
402	30
403	17
404	23
405	7
406	5
407	2
408	4
409	13
410	29
411	30
412	6
413	22
414	6
415	28
416	23
417	8
418	1
419	4
420	26
421	5
422	24
423	1
424	1
425	30
426	14
427	10
428	30
429	27
430	28
431	9
432	17
433	6
434	12
435	8
436	9
437	27
438	20
439	28
440	10
441	20
442	16
443	8
444	15
445	16
446	15
447	23
448	10
449	30
450	29
451	14
452	16
453	29
454	9
455	16
456	9
457	10
458	6
459	28
460	17
461	7
462	26
463	3
464	28
465	13
466	15
467	30
468	26
469	10
470	7
471	11
472	30
473	9
474	3
475	16
476	24
477	11
478	5
479	23
480	30
481	5
482	23
483	6
484	29
485	15
486	9
487	23
488	19
489	21
490	16
491	8
492	4
493	18
494	1
495	4
496	8
497	30
498	23
499	22
500	1
501	19
502	14
503	8
504	26
505	29
506	4
507	3
508	18
509	24
510	24
511	21
512	27
513	14
514	17
515	7
516	16
517	21
518	2
519	11
520	25
521	30
522	27
523	24
524	27
525	19
526	23
527	10
528	27
529	30
530	5
531	21
532	9
533	12
534	26
535	24
536	4
537	1
538	30
539	20
540	5
541	6
542	13
543	18
544	6
545	28
546	9
547	4
548	8
549	15
550	14
551	30
552	28
553	8
554	4
555	21
556	23
557	30
558	1
559	30
560	26
561	5
562	29
563	5
564	29
565	3
566	27
567	16
568	13
569	7
570	23
571	20
572	13
573	30
574	20
575	15
576	24
577	9
578	15
579	30
580	24
581	24
582	27
583	27
584	7
585	8
586	6
587	20
588	6
589	15
590	26
591	9
592	30
593	8
594	17
595	10
596	10
597	4
598	19
599	26
600	7
601	13
602	6
603	25
604	24
605	13
606	8
607	30
608	25
609	30
610	30
611	17
612	6
613	15
614	15
615	22
616	6
617	20
618	20
619	8
620	6
621	4
622	29
623	12
624	13
625	10
626	9
627	24
628	8
629	22
630	17
631	29
632	3
633	30
634	2
635	21
636	6
637	21
638	12
639	23
640	15
641	7
642	9
643	29
644	26
645	16
646	4
647	6
648	10
649	9
650	24
651	18
652	10
653	9
654	17
655	5
656	9
657	25
658	5
659	4
660	14
661	2
662	30
663	17
664	2
665	5
666	7
667	11
668	4
669	23
670	4
671	9
672	30
673	17
674	28
675	25
676	16
677	26
678	1
679	18
680	30
681	4
682	17
683	18
684	30
685	23
686	7
687	15
688	23
689	4
690	8
691	5
692	19
693	15
694	17
695	7
696	12
697	17
698	18
699	27
700	5
701	9
702	18
703	3
704	19
705	13
706	16
707	18
708	1
709	10
710	17
711	10
712	26
713	8
714	23
715	26
716	11
717	1
718	30
719	11
720	30
721	16
722	22
723	12
724	19
725	25
726	10
727	19
728	23
729	15
730	30
731	8
732	29
733	8
734	23
735	3
736	1
737	20
738	23
739	1
740	30
741	3
742	15
743	5
744	30
745	16
746	3
747	4
748	20
749	2
750	9
751	5
752	19
753	3
754	4
755	29
756	9
757	18
758	5
759	12
760	17
761	30
762	6
763	13
764	23
765	5
766	13
767	8
768	30
769	7
770	30
771	25
772	9
773	24
774	3
775	18
776	21
777	20
778	14
779	26
780	30
781	18
782	1
783	20
784	11
785	15
786	14
787	7
788	30
789	13
790	30
791	13
792	27
793	16
794	24
795	13
796	15
797	10
798	4
799	11
800	27
801	12
802	29
803	29
804	20
805	30
806	11
807	30
808	24
809	13
810	6
811	8
812	11
813	2
814	12
815	18
816	18
817	28
818	10
819	29
820	17
821	6
822	9
823	21
824	21
825	21
826	18
827	17
828	6
829	26
830	28
831	8
832	8
833	1
834	1
835	26
836	11
837	16
838	23
839	19
840	3
841	15
842	4
843	26
844	7
845	30
846	19
847	26
848	21
849	4
850	30
851	15
852	6
853	13
854	18
855	23
856	12
857	4
858	9
859	25
860	24
861	19
862	3
863	4
864	8
865	7
866	23
867	23
868	29
869	29
870	29
871	28
872	14
873	24
874	15
875	10
876	26
877	16
878	23
879	22
880	23
881	1
882	3
883	8
884	17
885	8
886	7
887	21
888	6
889	9
890	26
891	11
892	26
893	27
894	23
895	9
896	8
897	17
898	26
899	24
900	14
901	10
902	4
903	26
904	3
905	25
906	10
907	2
908	30
909	7
910	1
911	29
912	27
913	10
914	8
915	10
916	10
917	17
918	7
919	4
920	5
921	11
922	8
923	14
924	3
925	4
926	4
927	4
928	3
929	10
930	26
931	22
932	4
933	28
934	15
935	3
936	2
937	30
938	9
939	5
940	30
941	30
942	11
943	7
944	4
945	26
946	9
947	21
948	26
949	3
950	1
951	28
952	3
953	9
954	29
955	26
956	3
957	13
958	17
959	10
960	26
961	24
962	22
963	25
964	30
965	15
966	4
967	10
968	5
969	22
970	23
971	10
972	22
973	27
974	28
975	21
976	3
977	28
978	25
979	7
980	3
981	3
982	26
983	5
984	4
985	10
986	28
987	18
988	20
989	22
990	24
991	5
992	10
993	2
994	10
995	3
996	19
997	9
998	26
999	23
1000	22
